20180301,생활문화,SBS,슬라이드 포토 정월대보름 맞이하는 시민들,☞ SBS뉴스로 오시면 SBS 슬라이드 형태 로 보실 수 있습니다. 정월대보름을 하루 앞둔 1일 서울 영등포구 안양천변에서 정월대보름 행사가 열렸다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=055&aid=0000618667
20180301,생활문화,SBS,슬라이드 포토 눈 내린 덕유산 상고대·빙하 장관,☞ SBS뉴스로 오시면 SBS 슬라이드 형태 로 보실 수 있습니다. 3·1절 휴일을 맞아 전북 무주군 국립공원 덕유산에는 전날 많은 눈이 내리고 기온이 영하로 떨어지면서 상고대와 빙하가 맺혀 장관을 이뤘다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=055&aid=0000618666
20180301,생활문화,한국경제,지미 카터 군·의회 반대로 주한미군 철수 뜻 접었다,지미 카터 전 미국 대통령 회고록 번역본 발간 1994년 1차 북핵위기 때 김일성과 담판 성공했으나 김 주석 사망으로 물거품 심성미 기자 미국 39대 대통령이자 노벨평화상 수상자인 지미 카터 사진 의 구순 90세 기념 회고록 《지미 카터》 지식의 날개 가 1일 번역 출간됐다. 2015년 미국에서 먼저 나온 이 책에는 카터 전 대통령이 추진한 주한미군 철수 계획 배경과 마지막 철회 과정을 소개하고 있다. 한반도 전쟁 위기를 해결하려는 북·미 접촉이 성사될지 주목되는 시점이어서 눈길을 끈다. 카터는 1977년 대통령에 취임하면서 당시 3만 명에 이르던 주한미군 철수를 추진했다. 그는 책에서 “당시 한국은 경제력으로나 기술력으로나 충분히 스스로를 방어할 수 있다고 판단했다”고 밝혔다. 남북의 국력 차가 확대되고 한국의 방어 능력이 양호했다는 것이다. 그는 “헤럴드 브라운 국방장관 및 다른 보좌관들과 함께 미군을 감축하기로 뜻을 모았다”고 했다. 카터 전 대통령은 “그러나 서울에서 당시 미군 소장이던 존 싱럽이 감축안에 반대한다는 공개 성명을 발표한 데 이어 미 국방부 정보부서가 북한의 군사력을 갑자기 두 배로 늘린 평가서를 내놓았다”고 소개했다. 그는 “이 정보에 매우 회의적이었으나 보고서가 의회 지도자들과 공유됐기 때문에 보고서 내용을 승인하지 않을 방법이 없었다”며 미군 철수 뜻을 굽힌 배경을 설명했다. 싱럽 소장은 당시 이 성명을 부인하며 “한국 관리들의 말을 인용했을 뿐”이라고 해명했다. 한반도에 전쟁의 기운이 서렸던 1994년 1차 북핵위기 때 김일성 북한 주석과 벌인 담판 부분도 흥미롭다. 당시 북한은 핵확산방지조약 NPT 의 의무조항을 무시하고 핵 시설에서 감시단을 철수시키고 사용한 우라늄 연료봉으로 플루토늄을 재처리하기 시작했다. 미국은 북한과 모든 대화를 거부하고 유엔 안전보장이사회로 사안을 넘겨 북한 제재 결의안을 통과시켰다. 카터 전 대통령은 “김일성은 미국과의 적대 관계를 일부라도 해소해 줄 수 있도록 내가 북한을 방문해 달라고 3년에 걸쳐 요청해왔다”고 밝혔다. 그는 당시 빌 클린턴 미국 대통령으로부터 가까스로 승인을 받고 방북했다. 카터 전 대통령은 “김일성은 서글서글하고 놀라울 정도로 모든 사안을 잘 파악하고 있었다”고 회고했다. 그는 “국제사찰단의 조사 허용 남한과의 정상회담 비무장지대에 전진 배치한 군대의 철수 6·25전쟁 중 전사한 미군의 유해송환 문제 등에 합의했다”고 설명했다. 그러나 이 합의는 김일성의 갑작스런 사망으로 역사 속에 묻히고 말았다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=015&aid=0003900862
20180301,생활문화,노컷뉴스,한국교회는 친일청산을 제대로 했을까,CBS노컷뉴스 천수연기자 앵커 3.1절을 맞아 민족독립에 힘쓴 기독교인 교회의 역할을 되새기는 작업은 활발합니다. 하지만 일제 억압 36년의 세월 속에서 친일과 변절의 부끄러운 역사에 대한 반성은 여전히 미약하다는 지적이 많습니다. 3.1절 100주년을 앞둔 시점에서 솔직한 한국교회의 친일 청산이 필요해 보입니다. 조혜진 기잡니다. 기자 3.1운동 100주년을 맞아 한국교회는 3.1정신 계승에 힘쓰고 있습니다. 당시 인구의 1.8%에 불과한 기독교인들이 전국적인 민족운동인 3.1운동을 주도한 자부심 때문입니다. 하지만 한국교회가 일제강점기에 민족의 희망이기만 했던 것은 아닙니다. 특히 1930년대 일제의 탄압과 핍박이 극심해지면서 친일부역으로 돌아선 이들이 많습니다. 민족대표 33인에 이름을 올리고 태극기를 들고 만세를 외쳤던 이들조차 일본의 정책에 적극 가담하게 된 겁니다. 김승태 박사 한국기독교역사연구소장 내가 하는 교회를 유지하기 위해서다 학교를 유지하기 위해서다 기관을 유지하기 위해서다 .. 일제하고 반대해서는 유지할 수 없기 때문에 타협을 한 거예요. 처음에는 타협이었지만 나중에는 일제가 적극적인 협력을 원하지요. 1936년 감리교를 시작으로 장로교와 대부분의 교단들이 신사참배를 받아들이고 교계지도자들은 신앙의 변절 친일부역행위에 나섰습니다. 일본의 침략전쟁을 위해 자동차 비행기를 헌납하고 교회차원의 지원 조직을 만들어 보고하기도 했습니다. 김승태 박사 한국기독교역사연구소장 국민정신총동원조선장로회연맹 조선감리회연맹 성결교연맹 이런 것을 만들게 하고 각 교회 단위로 애국반을 조직하게 해요. 전쟁협력하는 것을 그걸 통해서 내려보내는 거죠. 하지만 해방된 이후 한국교회는 친일청산에 나서지 못했습니다. 한국기독교교회협의회 조차 해방 직후 친일인사들이 대부분 회장과 총무를 역임했습니다. 이후 교단마다 신사참배 회개기도와 결의가 나왔지만 친일역사는 아직도 제대로 정리되지 않았다는 평갑니다. 김승태 박사 한국기독교역사연구소장 역사에 기록해서 후대에도 일제시대에 이런 잘못을 했고 하지 말아야 했어야 했는데 잘못했다 하는 것을 하나님 앞에도 사죄해야 하지만 민족과 역사 앞에도 사실 사죄를 해야 하는 거거든요. 3.1운동 100년을 맞는 지금 부끄러운 역사일지라도 이를 사실 그대로 인정하고 역사의 사실을 통해서 오늘의 교훈으로 삼는 역사의식을 가져야 한다는 지적에 한국교회가 귀를 기울여야할 것으로 보입니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=079&aid=0003074596
20180301,생활문화,YTN,날씨 내일 정월대보름 아침 꽃샘추위...낮부터 누그러져,3.1절인 오늘 맑은 하늘 아래 미세먼지 걱정 없어 비교적 활동하기 수월한 날씨가 이어졌습니다. 다만 찬 공기가 유입되면서 날이 부쩍 쌀쌀해졌는데요. 내일 아침에는 기온이 큰 폭으로 떨어지면서 꽃샘추위가 찾아오겠습니다. 강원과 충청 등 내륙 곳곳에는 한파주의보가 내려진 가운데 내일 아침 강원도 철원의 기온은 영하 12도까지 떨어지겠고요. 서울과 대전이 영하 5도 광주와 대구가 영하 3도까지 떨어지는 등 오늘 아침보다 6 10도가량 낮겠습니다. 다행히 낮부터는 온화한 남서풍이 유입되면서 추위가 누그러지겠습니다. 내일 낮 기온 서울이 5도 광주 11도 대구와 부산은 10도로 예상됩니다. 정월대보름인 내일은 맑은 하늘 속에 전국 어디서나 밝은 보름달을 볼 수 있겠습니다. 미세먼지 농도 전국이 보통 수준으로 먼지 걱정 없겠습니다. 이후에는 기온이 크게 오르며 전형적인 봄 날씨가 이어지겠는데요. 특히 일요일에는 서울 낮 기온이 영상 13도까지 오르며 올해 들어 가장 따뜻하겠습니다. 다만 일요일 오후부터 월요일 사이 전국에 비나 눈이 내릴 것으로 전망됩니다. 날씨 정보였습니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=052&aid=0001121328
20180301,생활문화,스타뉴스,미투사진작가 로타 2차 가해 논란..이야기하고 싶었을 뿐,스타뉴스 이정호 기자 사진 MBC 뉴스데스크 방송화면 캡처 사진작가 로타 본명 최원석 가 모델을 성추행했다는 폭로가 나온 가운데 2차 가해 논란에 휩싸였다. 1일 오후 방송된 MBC 뉴스데스크 는 로타가 지난 방송에서 자신에게 성추행 당했다고 주장한 여성이라고 추정되는 모델들에게 전화를 걸었고 여러 차례 문자를 보냈다고 밝혔다. 뉴스데스크 는 이러한 로타의 행동이 피해자를 힘들게 하는 2차 가해라고 주장했다. 이에 대해 로타는 뉴스데스크 에 피해자와 인간적으로 이야기를 나누고 싶었을 뿐이었다 면서 폭로 내용에 대해서는 정리되는 대로 입장을 밝히겠다 고 말했다 앞서 뉴스데스크 는 지난 28일 5년 전 모델 활동을 하던 중 로타에게서 먼저 연락을 받았다는 A의 인터뷰를 공개했다. A는 인터뷰에서 당시 촬영이 시작되자 로타가 노골적으로 성추행을 시작했다고 주장했다. A는 거부했지만 심한 신체접촉이 이어져 급하게 촬영장을 빠졌나왔다고 토로했다. A는 사건 직후 로타에게서 해명 문자가 왔다는 사실도 공개했다. A는 어깨 위만 찍겠다던 약속과 달리 전신 노출 사진을 보내왔다며 자기 사진을 갖고 있는 작가가 두려워 할 수 없이 촬영 요구에 두 번 더 응하고 모델일을 그만뒀다고 주장했다. 이에 로타는 뉴스데스크 에 촬영 중 모델의 동의를 구했고 당시에 아무 문제 제기가 없었다 며 성추행 주장을 부인했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=108&aid=0002682667
20180301,생활문화,이데일리,날씨정월대보름 맑고 쌀쌀..환한 보름달 보여요,서울 최저기온 영하 5도..바람 많이 불어 체감온도 뚝 오후부터 날 풀려 이데일리 뉴스속보팀 정월대보름인 2일엔 전국이 대체로 맑아 대부분 지역에서 보름달을 볼 수 있을 전망이다. 전국 아침 최저기온은 영하 12 영하 1도 낮 최고기온은 2 11도로 평년보다 낮아 쌀쌀하겠다. 지역별 최저기온은 서울 인천 수원 영하 5도 춘천 영하 10도 세종 영하 7도 대구 영하 3도 부산 영하 1도 등이 예상된다. 낮 최고기온 역시 서울 수원 춘천 5도 강릉 8도 세종 6도 대구 부산 10도 등을 기록하겠다. 기상청 관계자는 “북서쪽에서 찬 공기가 유입되면서 2일까지 평년보다 낮은 기온을 보이겠다”며 “바람도 강하게 불어 체감온도는 더욱 낮아 춥겠다”고 했다. 하지만 오후부터는 남서풍이 불며 차츰 평년기온을 회복할 것으로 보인다. 기상청은 이날 달이 뜨는 시각은 서울 오후 6시 43분 강릉 오후 6시 35분 대전 오후 6시 43분 대구 오후 6시 38분 울산 오후 6시 35분 광주 오후 6시 46분 등이 될 것으로 전망했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=018&aid=0004046948
20180301,생활문화,YTN,신과함께2 오달수 분량 재촬영하기로,영화 신과 함께 2 의 제작진이 성 추문에 휩싸인 오달수의 출연 분량을 재촬영하기로 했습니다. 영화 제작사 측은 오달수가 맡은 배역은 대체 배우를 새로 캐스팅해 재촬영하기로 했다고 밝혔습니다. 신과 함께 2 는 1편과 동시에 촬영됐으며 오는 8월 개봉을 앞두고 있습니다. 오달수는 1편에 이어 2편에서도 판관역을 맡았는데 극 중 비중은 크지 않지만 2편도 촬영을 마친 상태라 재촬영에 따른 제작비 증액이 불가피해 보입니다. 오달수는 성추행·성폭행 의혹이 불거지자 사실무근이라고 밝혔다가 피해 당사자가 직접 TV에 나와 증언하자 지난달 28일 보도자료를 내고 최근 일어난 일들은 자신의 잘못이라고 사과했습니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=052&aid=0001121323
20180301,생활문화,YTN,서울YWCA 뮤지컬 명성황후 단체관람 취소,서울YWCA가 오는 8일로 예정된 뮤지컬 명성황후 단체관람을 취소하기로 결정했습니다. 서울YWCA는 지난 96년 동안 여성인권 향상과 여성폭력 추방운동을 펼쳐온 단체로서 미투 위드 유 운동에 동참하는 뜻에서 임시이사회를 열어 단체관람 최소를 결정했다고 밝혔습니다. 이날 공연은 전석 대관 공연으로 진행될 예정이었으며 회원과 시민을 대상으로 티켓 일부를 팔아 수익금을 기부와 후원 등에 이용할 계획이었습니다. 서울YWCA는 오는 6일과 7일에 환불을 진행하고 후원금도 돌려드릴 계획이라고 말했습니다. 앞서 지난 24일 뮤지컬 명성황후 영웅 등을 제작한 윤호진 에이콤 대표와 에이콤 측은 윤 대표의 성추행 의혹을 인정하고 반성하며 자숙하겠다고 밝힌 바 있습니다. 문화계 미투 위드 유 운동의 확산 속에 성폭력 관련 인사나 관련 단체의 공연에 대해 관람 보이콧이 개별 관객 선에서 이뤄져 오긴 했지만 단체가 관람 거부에 나선 건 처음입니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=052&aid=0001121322
20180301,생활문화,경향신문,박재범의 내 인생의 책 ⑤ 삼국지  고우영,SUB TITLE START ㆍ고우영 유니버스 SUB TITLE END 내 머릿속 삼국지의 유비는 도원결의의 주체도 삼고초려로 제갈량을 제 편으로 만든 사람도 촉한의 개국황제도 아니다. 바로 ‘쪼다’다. 유비를 디스하는 것이 아니라 그 옛날 고 고우영 화백께서 유비를 냉철하게 평가하신 별칭이다. ‘고우영의 삼국지’로 삼국지를 처음 영접한 사람은 내 세대에선 너무나 많다. 그 어떤 버전의 삼국지를 읽어도 고 화백이 창조한 이미지가 투영될 수밖에 없었다. 일각에선 ‘관우빠’이자 ‘조자룡빠’셨던 화백의 취향으로 말미암아 처음 삼국지를 접하는 이들이 강한 선입견을 갖게 된다고 비판한다. 하지만 이 작품을 처음 접한 15세 중학생은 비교 독서로 ‘재해석’의 의미를 알기 시작했다. 재해석은 단순히 다르게만 쓰는 것이 아니라 스토리와 캐릭터에 감칠맛을 더하고 우리가 얕게 보는 것을 도드라지게 보여 주는 것이라고 말이다. 원작을 더 풍요롭게 만들 수 있다는 사실도. 훗날 재해석에는 간극과 합일이 공존하며 이것들의 밸런스가 작품의 본질을 지킨다는 중요한 원칙을 터득하게 만든 결정적 계기가 됐다. 극작을 시작한 이래 타 작품을 재해석해 집필한 작품은 단 한 편도 없다. 위의 원칙을 지키는 것이 나에게는 매우 힘들다는 방증이기도 하다. 이렇게 어려운 작업인데도 고 화백은 수많은 재해석 걸작을 남겼다. 작품마다 시대와 인물은 달라도 전체를 지배하는 세계관과 인간관은 ‘고우영’ 고유의 것들로 꽉 채워져 있다. 마블에서 그렇게나 자랑스러워하는 ‘유니버스’가 떠오른다. 마블처럼 고 화백의 작품세계도 오랜 세월을 거쳐 ‘혈류’들을 만들어냈고 이것은 크고 깊은 하나의 세계가 됐다. 이것이야말로 ‘고우영 유니버스’라고 해도 과언이 아니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=032&aid=0002854742
